Date,Open,High,Low,Close,Adj Close,Volume
2009-07-31,67.379997,68.500000,67.099998,67.839996,61.784229,2534300
2009-08-03,68.349998,69.379997,67.510002,68.940002,62.786049,2601000
2009-08-04,68.510002,68.809998,67.820000,68.440002,62.330681,3109500
2009-08-05,68.540001,68.820000,66.889999,67.379997,61.365288,3416900
2009-08-06,67.790001,67.790001,66.169998,66.370003,60.445480,3207500
2009-08-07,67.199997,68.769997,66.930000,67.860001,61.802441,4829800
2009-08-10,66.660004,67.839996,66.660004,67.120003,61.128490,2741000
2009-08-11,66.680000,67.000000,65.610001,65.970001,60.081196,3195100
2009-08-12,66.000000,67.190002,65.529999,66.379997,60.454563,2448700
2009-08-13,67.349998,67.349998,65.769997,66.910004,60.937260,2111700
2009-08-14,66.790001,67.139999,64.989998,66.010002,60.117599,1830500
2009-08-17,65.349998,65.349998,63.540001,63.880001,58.177742,2355800
2009-08-18,64.279999,66.000000,64.169998,65.769997,59.899036,2699700
2009-08-19,65.199997,66.050003,64.199997,65.650002,59.789726,2066700
2009-08-20,65.430000,66.389999,65.330002,66.099998,60.199558,1713200
2009-08-21,66.709999,68.150002,66.290001,67.870003,61.811562,2966900
2009-08-24,67.989998,68.769997,67.639999,67.839996,61.784229,1828100
2009-08-25,68.400002,69.300003,68.099998,68.260002,62.166756,2719800
2009-08-26,68.230003,68.680000,67.389999,67.760002,61.711403,2058500
2009-08-27,67.870003,68.879997,66.360001,68.529999,62.412666,2784800
2009-08-28,69.139999,70.269997,68.849998,69.860001,63.623943,3296300
2009-08-31,69.160004,69.400002,68.300003,68.709999,62.576572,1822300
2009-09-01,68.849998,71.339996,68.680000,69.040001,62.877121,5406900
2009-09-02,68.750000,69.650002,68.059998,68.510002,62.394436,3041100
2009-09-03,69.239998,69.820000,68.230003,69.739998,63.514622,1957900
2009-09-04,69.879997,70.949997,69.820000,70.860001,64.534660,1961200
2009-09-08,71.669998,71.949997,69.930000,70.930000,64.698853,3067200
2009-09-09,71.720001,72.360001,70.959999,72.040001,65.711327,3530000
2009-09-10,72.169998,72.699997,71.370003,72.660004,66.276871,2418300
2009-09-11,75.949997,78.300003,75.919998,77.320000,70.527489,11095300
2009-09-14,77.000000,78.989998,76.699997,78.879997,71.950455,5064200
2009-09-15,79.360001,80.000000,78.529999,79.529999,72.543335,4658700
2009-09-16,80.010002,80.010002,77.400002,78.199997,71.330185,4444600
2009-09-17,76.449997,78.489998,75.550003,76.459999,69.743050,6004400
2009-09-18,76.839996,76.900002,75.500000,76.169998,69.478523,4293400
2009-09-21,75.720001,76.000000,74.250000,75.589996,68.949448,2897600
2009-09-22,76.129997,76.830002,76.000000,76.160004,69.469391,2928000
2009-09-23,76.470001,77.000000,75.230003,75.279999,68.666687,2938400
2009-09-24,75.300003,76.220001,74.290001,75.389999,68.767021,3120900
2009-09-25,74.870003,75.529999,72.900002,73.379997,66.933601,2992600
2009-09-28,73.519997,76.330002,73.430000,75.870003,69.204865,3308100
2009-09-29,76.040001,76.330002,74.860001,75.040001,68.447754,2580500
2009-09-30,74.989998,76.110001,73.720001,75.220001,68.611969,3547100
2009-10-01,75.540001,76.099998,73.459999,73.680000,67.207260,4169600
2009-10-02,73.199997,74.180000,72.449997,73.580002,67.116051,3360100
2009-10-05,73.779999,75.660004,73.279999,75.449997,68.821762,3142900
2009-10-06,75.570000,76.970001,74.400002,75.080002,68.484291,3080700
2009-10-07,74.959999,76.330002,74.480003,76.209999,69.514977,2461000
2009-10-08,76.739998,78.900002,76.209999,78.169998,71.302795,6976800
2009-10-09,78.110001,78.500000,77.099998,77.480003,70.673409,2443800
2009-10-12,78.040001,78.269997,77.080002,77.620003,70.801132,1518400
2009-10-13,77.589996,78.209999,76.580002,78.190002,71.321060,2520900
2009-10-14,79.169998,80.400002,78.910004,80.290001,73.236565,3034200
2009-10-15,79.820000,81.129997,79.449997,80.919998,73.811234,2996200
2009-10-16,80.099998,80.669998,79.500000,80.050003,73.017685,2865800
2009-10-19,80.309998,80.660004,79.709999,79.989998,72.962929,2085100
2009-10-20,80.029999,81.830002,79.680000,81.680000,74.504478,3419900
2009-10-21,81.489998,82.339996,79.459999,79.610001,72.616310,2193900
2009-10-22,79.570000,79.580002,77.400002,78.959999,72.023422,2318100
2009-10-23,79.290001,79.800003,76.730003,77.099998,70.326813,2864100
2009-10-26,77.139999,79.080002,76.529999,76.860001,70.107895,2095500
2009-10-27,76.959999,77.150002,74.669998,74.779999,68.210617,3497200
2009-10-28,74.500000,75.440002,73.290001,73.540001,67.079552,2856500
2009-10-29,74.389999,75.709999,73.779999,74.949997,68.365677,2737000
2009-10-30,74.739998,75.570000,72.410004,72.690002,66.304230,2969200
2009-11-02,73.010002,73.809998,71.779999,72.870003,66.468422,2745900
2009-11-03,73.059998,75.089996,72.589996,74.830002,68.256233,3519500
2009-11-04,75.440002,75.470001,72.769997,72.919998,66.514046,2659600
2009-11-05,73.529999,75.320000,73.510002,75.000000,68.411285,2204600
2009-11-06,74.449997,77.360001,74.449997,77.120003,70.345039,2895000
2009-11-09,77.820000,81.239998,77.019997,81.220001,74.084885,4110800
2009-11-10,80.680000,82.279999,80.300003,82.129997,74.914925,3469800
2009-11-11,82.540001,83.769997,81.910004,82.500000,75.252411,3882000
2009-11-12,82.309998,82.800003,80.519997,80.760002,73.665306,2516600
2009-11-13,81.019997,82.220001,80.760002,81.970001,74.769005,1938200
2009-11-16,83.540001,84.919998,83.080002,84.800003,77.350410,3197100
2009-11-17,84.680000,85.430000,84.070000,85.260002,77.769951,3673100
2009-11-18,85.010002,85.239998,83.339996,83.709999,76.356133,2333000
2009-11-19,83.349998,83.589996,81.449997,82.480003,75.234200,1967300
2009-11-20,81.930000,82.599998,80.599998,81.779999,74.595680,2422600
2009-11-23,83.000000,83.809998,82.110001,82.610001,75.352783,2233000
2009-11-24,82.430000,83.160004,81.550003,81.790001,74.604790,1504300
2009-11-25,81.889999,83.550003,81.849998,83.500000,76.164574,2101000
2009-11-27,81.290001,83.540001,80.839996,82.650002,75.389267,1495500
2009-11-30,82.860001,84.720001,82.080002,84.449997,77.031136,2605500
